objectid;usoagregad;grupo;area;ruleid;ano;ruleid_1;shape_Length;shape_Area
7086;Áreas residenciais;Áreas urbanizadas;3,70253E+11;15;2018;15;2,36871E+14;3,70254E+14
7087;Áreas residenciais;Áreas urbanizadas;7,69004E+11;15;2018;15;5,88731E+14;7,69005E+14
7088;Áreas residenciais;Áreas urbanizadas;51029083924;15;2018;15;1,18791E+14;5,1029E+14
7089;Áreas residenciais;Áreas urbanizadas;8,35694E+11;15;2018;15;4,54111E+14;8,35694E+14
7090;Áreas residenciais;Áreas urbanizadas;30864243639;15;2018;15;9,87129E+14;3,08643E+14
7091;Áreas residenciais;Áreas urbanizadas;1,50052E+11;15;2018;15;7,7565E+14;1,50052E+14
7092;Áreas residenciais;Áreas urbanizadas;5,92465E+12;15;2018;15;1,20766E+14;5,92464E+14
7093;Áreas residenciais;Áreas urbanizadas;4,99981E+12;15;2018;15;1,59196E+13;4,99981E+14
7094;Áreas residenciais;Áreas urbanizadas;83366350144;15;2018;15;3,24299E+14;8,33659E+14
7095;Áreas residenciais;Áreas urbanizadas;4,49094E+11;15;2018;15;3,27001E+13;4,49094E+14
7096;Áreas residenciais;Áreas urbanizadas;4,09167E+11;15;2018;15;3,02962E+14;4,09166E+14
7097;Áreas residenciais;Áreas urbanizadas;95444502463;15;2018;15;3,72588E+14;9,54444E+14
7098;Áreas residenciais;Áreas urbanizadas;2,08675E+11;15;2018;15;2,54877E+14;2,08675E+14
7099;Áreas residenciais;Áreas urbanizadas;1525305449;15;2018;15;1,69382E+14;1,5253E+14
7100;Áreas residenciais;Áreas urbanizadas;1,77567E+11;15;2018;15;2,31345E+14;1,77567E+14
7101;Áreas residenciais;Áreas urbanizadas;7,7911E+11;15;2018;15;6,46019E+14;7,7911E+13
7102;Áreas residenciais;Áreas urbanizadas;6989777977;15;2018;15;3,6562E+14;6,98977E+14
7103;Áreas residenciais;Áreas urbanizadas;5,56263E+11;15;2018;15;4,1799E+14;5,56263E+14
7104;Áreas residenciais;Áreas urbanizadas;2,08834E+12;15;2018;15;7,7641E+14;2,08835E+14
7105;Áreas residenciais;Áreas urbanizadas;1,72165E+12;15;2018;15;1,20163E+14;1,72165E+14
7106;Áreas residenciais;Áreas urbanizadas;4,21197E+12;15;2018;15;2,49865E+14;4,21197E+14
7107;Áreas residenciais;Áreas urbanizadas;5,08271E+11;15;2018;15;3,15193E+13;5,08271E+14
7108;Áreas residenciais;Áreas urbanizadas;2,31326E+11;15;2018;15;1,98345E+14;2,31326E+14
7109;Áreas residenciais;Áreas urbanizadas;8,30575E+12;15;2018;15;2,53076E+14;8,30575E+14
7110;Áreas residenciais;Áreas urbanizadas;6,96728E+12;15;2018;15;1,97897E+14;6,96728E+14
7111;Áreas residenciais;Áreas urbanizadas;2,92415E+11;15;2018;15;2,46109E+14;2,92415E+14
7112;Áreas residenciais;Áreas urbanizadas;1,55707E+12;15;2018;15;9,83221E+14;1,55707E+14
7113;Áreas residenciais;Áreas urbanizadas;1,67766E+11;15;2018;15;1,73749E+14;1,67766E+14
7114;Áreas residenciais;Áreas urbanizadas;3,89692E+12;15;2018;15;1,52461E+14;3,89692E+14
7115;Áreas residenciais;Áreas urbanizadas;30298313892;15;2018;15;2,22667E+14;3,02983E+14
7116;Áreas residenciais;Áreas urbanizadas;2,77082E+12;15;2018;15;1,0282E+14;2,77082E+14
7117;Áreas residenciais;Áreas urbanizadas;3,03541E+11;15;2018;15;4,1526E+14;3,03541E+14
7118;Áreas residenciais;Áreas urbanizadas;8,88492E+11;15;2018;15;5,5167E+14;8,88492E+14
7119;Áreas residenciais;Áreas urbanizadas;3,30975E+11;15;2018;15;2,3294E+14;3,30975E+14
7120;Áreas residenciais;Áreas urbanizadas;2,67431E+11;15;2018;15;2,1234E+14;2,67431E+14
7121;Áreas residenciais;Áreas urbanizadas;2,64498E+11;15;2018;15;2,79916E+14;2,64498E+14
7122;Áreas residenciais;Áreas urbanizadas;1,70554E+12;15;2018;15;8,12443E+14;1,70554E+14
7123;Áreas residenciais;Áreas urbanizadas;8,7445E+11;15;2018;15;3,98065E+14;8,7445E+14
7124;Áreas residenciais;Áreas urbanizadas;2,73101E+11;15;2018;15;3,45585E+14;2,73101E+14
7125;Áreas residenciais;Áreas urbanizadas;6,18704E+11;15;2018;15;4,60183E+14;6,18704E+14
7126;Áreas residenciais;Áreas urbanizadas;1,29311E+12;15;2018;15;8,95296E+14;1,29311E+14
7127;Áreas residenciais;Áreas urbanizadas;2,55386E+12;15;2018;15;9,01749E+13;2,55386E+14
7128;Áreas residenciais;Áreas urbanizadas;2,03494E+11;15;2018;15;1,79862E+14;2,03494E+14
7129;Áreas residenciais;Áreas urbanizadas;5,93858E+11;15;2018;15;3,41654E+14;5,93858E+14
7130;Áreas residenciais;Áreas urbanizadas;3,977E+11;15;2018;15;2,61244E+14;3,977E+14
7131;Áreas residenciais;Áreas urbanizadas;6,24349E+11;15;2018;15;5,69807E+14;6,24349E+14
7132;Áreas residenciais;Áreas urbanizadas;4,52475E+11;15;2018;15;3,19224E+14;4,52474E+14
7133;Áreas residenciais;Áreas urbanizadas;1,9708E+12;15;2018;15;1,03239E+14;1,9708E+14
7134;Áreas residenciais;Áreas urbanizadas;5,89047E+12;15;2018;15;2,90231E+14;5,89047E+14
7135;Áreas residenciais;Áreas urbanizadas;6,4359E+11;15;2018;15;3,79849E+14;6,4359E+14
7136;Áreas residenciais;Áreas urbanizadas;1,57735E+11;15;2018;15;2,25037E+14;1,57735E+14
7137;Áreas residenciais;Áreas urbanizadas;1,30181E+12;15;2018;15;9,45103E+14;1,30181E+14
7138;Áreas residenciais;Áreas urbanizadas;1,22934E+12;15;2018;15;8,31866E+14;1,22934E+14
7139;Áreas residenciais;Áreas urbanizadas;4,76821E+12;15;2018;15;9,56983E+14;4,76821E+14
7140;Áreas residenciais;Áreas urbanizadas;4,21994E+11;15;2018;15;2,87558E+14;4,21994E+14
7141;Áreas residenciais;Áreas urbanizadas;2,14843E+12;15;2018;15;1,0766E+14;2,14843E+14
7142;Áreas residenciais;Áreas urbanizadas;2,51211E+11;15;2018;15;2,86068E+14;2,51211E+14
7143;Áreas residenciais;Áreas urbanizadas;1,20055E+11;15;2018;15;1,64201E+14;1,20055E+14
7144;Áreas residenciais;Áreas urbanizadas;1,7175E+11;15;2018;15;2,34813E+14;1,7175E+14
7145;Áreas residenciais;Áreas urbanizadas;3,6447E+11;15;2018;15;2,46601E+14;3,6447E+14
7146;Áreas residenciais;Áreas urbanizadas;3,48908E+12;15;2018;15;1,95433E+14;3,48908E+14
7147;Áreas residenciais;Áreas urbanizadas;2,15845E+11;15;2018;15;2,13082E+14;2,15844E+14
7148;Áreas residenciais;Áreas urbanizadas;3,27194E+11;15;2018;15;2,86161E+14;3,27194E+14
7149;Áreas residenciais;Áreas urbanizadas;8,46222E+12;15;2018;15;2,78403E+14;8,46222E+14
7150;Áreas residenciais;Áreas urbanizadas;2,58504E+11;15;2018;15;2,04496E+12;2,58504E+14
7151;Áreas residenciais;Áreas urbanizadas;1,96571E+11;15;2018;15;4,35429E+14;1,96571E+14
7152;Áreas residenciais;Áreas urbanizadas;7,27193E+11;15;2018;15;4,85862E+14;7,27194E+13
7153;Áreas residenciais;Áreas urbanizadas;1,34287E+12;15;2018;15;1,06071E+14;1,34287E+13
7154;Áreas residenciais;Áreas urbanizadas;20412768315;15;2018;15;2,14209E+14;2,04128E+14
7155;Áreas residenciais;Áreas urbanizadas;4026491352;15;2018;15;3,22216E+14;4,02653E+14
7156;Áreas residenciais;Áreas urbanizadas;2,51902E+12;15;2018;15;8,04104E+14;2,51902E+14
7157;Áreas residenciais;Áreas urbanizadas;5,0428E+12;15;2018;15;2,55362E+14;5,0428E+14
7158;Áreas residenciais;Áreas urbanizadas;4,38199E+11;15;2018;15;3,0287E+14;4,38199E+14
7159;Áreas residenciais;Áreas urbanizadas;1,00146E+11;15;2018;15;1,39404E+14;1,00146E+14
7160;Áreas residenciais;Áreas urbanizadas;1,37343E+12;15;2018;15;9,78604E+14;1,37343E+14
7161;Áreas residenciais;Áreas urbanizadas;3,9163E+12;15;2018;15;1,75182E+14;3,9163E+14
7162;Áreas residenciais;Áreas urbanizadas;3,33351E+11;15;2018;15;2,47849E+14;3,33352E+14
7163;Áreas residenciais;Áreas urbanizadas;2,59574E+11;15;2018;15;1,99597E+13;2,59574E+14
7164;Áreas residenciais;Áreas urbanizadas;6,43528E+11;15;2018;15;3,4805E+14;6,43528E+14
7165;Áreas residenciais;Áreas urbanizadas;27132424506;15;2018;15;2,01408E+14;2,71325E+14
7166;Áreas residenciais;Áreas urbanizadas;81273015232;15;2018;15;5,54957E+12;8,1273E+14
7167;Áreas residenciais;Áreas urbanizadas;3,23948E+11;15;2018;15;2,7568E+14;3,23948E+11
7168;Áreas residenciais;Áreas urbanizadas;3,22774E+11;15;2018;15;2,77507E+14;3,22774E+14
7169;Áreas residenciais;Áreas urbanizadas;89129921582;15;2018;15;1,56482E+14;8,91299E+13
7170;Áreas residenciais;Áreas urbanizadas;9,28339E+12;15;2018;15;2,27087E+14;9,28339E+14
7171;Áreas residenciais;Áreas urbanizadas;1,37813E+12;15;2018;15;9,6978E+14;1,37813E+14
7172;Áreas residenciais;Áreas urbanizadas;2,37969E+11;15;2018;15;1,90209E+14;2,37969E+14
7173;Áreas residenciais;Áreas urbanizadas;19201010183;15;2018;15;1,02325E+14;1,9201E+13
7174;Áreas residenciais;Áreas urbanizadas;7,22544E+12;15;2018;15;2,17229E+14;7,22544E+14
7175;Áreas residenciais;Áreas urbanizadas;92777124234;15;2018;15;7,76367E+14;9,27771E+14
7176;Áreas residenciais;Áreas urbanizadas;1,74541E+11;15;2018;15;5,62747E+14;1,74541E+14
7177;Áreas residenciais;Áreas urbanizadas;1,97231E+12;15;2018;15;6,19725E+14;1,97231E+14
7178;Áreas residenciais;Áreas urbanizadas;30632007189;15;2018;15;2,18181E+14;3,0632E+14
7179;Áreas residenciais;Áreas urbanizadas;36417315536;15;2018;15;2,77915E+14;3,64173E+14
7180;Áreas residenciais;Áreas urbanizadas;4,76109E+11;15;2018;15;3,25038E+14;4,76109E+14
7181;Áreas residenciais;Áreas urbanizadas;6,0984E+11;15;2018;15;3,10088E+14;6,0984E+14
7182;Áreas residenciais;Áreas urbanizadas;8,60782E+12;15;2018;15;3,00265E+14;8,60782E+14
7183;Áreas residenciais;Áreas urbanizadas;6,70956E+11;15;2018;15;4,63896E+14;6,70956E+14
7184;Áreas residenciais;Áreas urbanizadas;6,83343E+11;15;2018;15;4,74643E+14;6,83343E+14
7185;Áreas residenciais;Áreas urbanizadas;1,77023E+11;15;2018;15;1,59517E+14;1,77022E+14
7186;Áreas residenciais;Áreas urbanizadas;4,80822E+11;15;2018;15;2,88566E+14;4,80822E+14
7187;Áreas residenciais;Áreas urbanizadas;2,69795E+11;15;2018;15;2,10687E+14;2,69795E+14
7188;Áreas residenciais;Áreas urbanizadas;8,90883E+11;15;2018;15;5,67593E+14;8,90883E+14
7189;Áreas residenciais;Áreas urbanizadas;1,17293E+12;15;2018;15;4,75638E+14;1,17293E+14
7190;Áreas residenciais;Áreas urbanizadas;9,03969E+11;15;2018;15;4,23793E+14;9,03969E+14
7191;Áreas residenciais;Áreas urbanizadas;2,18266E+11;15;2018;15;1,80117E+14;2,18266E+14
7192;Áreas residenciais;Áreas urbanizadas;1,55184E+12;15;2018;15;6,3737E+14;1,55184E+13
7193;Áreas residenciais;Áreas urbanizadas;8,8026E+12;15;2018;15;2,61874E+14;8,8026E+14
7194;Áreas residenciais;Áreas urbanizadas;1,90182E+13;15;2018;15;3,07742E+14;1,90182E+14
7195;Áreas residenciais;Áreas urbanizadas;1,27945E+12;15;2018;15;6,94463E+14;1,27945E+14
7196;Áreas residenciais;Áreas urbanizadas;4,89907E+11;15;2018;15;3,34695E+14;4,89907E+14
7197;Áreas residenciais;Áreas urbanizadas;6,67397E+11;15;2018;15;5,07104E+14;6,67398E+14
7198;Áreas residenciais;Áreas urbanizadas;2,85609E+11;15;2018;15;2,12754E+14;2,85609E+14
7199;Áreas residenciais;Áreas urbanizadas;66682593577;15;2018;15;1,58965E+14;6,66825E+14
7200;Áreas residenciais;Áreas urbanizadas;1,60058E+11;15;2018;15;1,97608E+14;1,60058E+14
7201;Áreas residenciais;Áreas urbanizadas;15009748024;15;2018;15;2,24532E+14;1,50097E+14
7202;Áreas residenciais;Áreas urbanizadas;34268823169;15;2018;15;9,31543E+14;3,42688E+14
7203;Áreas residenciais;Áreas urbanizadas;8,02997E+11;15;2018;15;6,81086E+14;8,02997E+14
7204;Áreas residenciais;Áreas urbanizadas;4,52762E+11;15;2018;15;1,74725E+14;4,52762E+13
7205;Áreas residenciais;Áreas urbanizadas;24319685;15;2018;15;8,44483E+14;2,43281E+14
7206;Áreas residenciais;Áreas urbanizadas;1,05273E+13;15;2018;15;2,33488E+14;1,05273E+14
7207;Áreas residenciais;Áreas urbanizadas;9,83966E+11;15;2018;15;8,99553E+14;9,83967E+14
7208;Áreas residenciais;Áreas urbanizadas;3,37022E+11;15;2018;15;2,35746E+14;3,37022E+14
7209;Áreas residenciais;Áreas urbanizadas;1,26852E+13;15;2018;15;2,3743E+14;1,26852E+14
7210;Áreas residenciais;Áreas urbanizadas;2,26674E+12;15;2018;15;8,10079E+14;2,26674E+14
7211;Áreas residenciais;Áreas urbanizadas;2,46646E+12;15;2018;15;7,09068E+14;2,46646E+14
7212;Áreas residenciais;Áreas urbanizadas;22489680859;15;2018;15;6,78467E+14;2,24897E+14
7213;Áreas residenciais;Áreas urbanizadas;2,19671E+12;15;2018;15;6,23375E+14;2,19671E+14
7214;Áreas residenciais;Áreas urbanizadas;5,55894E+12;15;2018;15;2,17931E+14;5,55894E+14
7215;Áreas residenciais;Áreas urbanizadas;2,17055E+11;15;2018;15;1,87451E+14;2,17055E+14
7216;Áreas residenciais;Áreas urbanizadas;2,0738E+11;15;2018;15;3,93371E+14;2,0738E+14
7217;Áreas residenciais;Áreas urbanizadas;4,09898E+11;15;2018;15;3,53453E+14;4,09897E+13
7218;Áreas residenciais;Áreas urbanizadas;3,03322E+11;15;2018;15;2,75221E+14;3,03322E+14
7219;Áreas residenciais;Áreas urbanizadas;2,348E+12;15;2018;15;1,01454E+14;2,348E+14
7220;Áreas residenciais;Áreas urbanizadas;60089179394;15;2018;15;1,04235E+14;6,00892E+14
7221;Áreas residenciais;Áreas urbanizadas;9,26717E+12;15;2018;15;3,42265E+14;9,26717E+14
7222;Áreas residenciais;Áreas urbanizadas;5,18966E+11;15;2018;15;3,66481E+14;5,18966E+14
7223;Áreas residenciais;Áreas urbanizadas;7,33064E+12;15;2018;15;2,9569E+14;7,33064E+14
7224;Áreas residenciais;Áreas urbanizadas;5,45278E+11;15;2018;15;3,74143E+14;5,45278E+14
7225;Áreas residenciais;Áreas urbanizadas;3,30837E+11;15;2018;15;2,52824E+14;3,30837E+14
7226;Áreas residenciais;Áreas urbanizadas;64153994628;15;2018;15;7,55511E+14;6,41539E+14
7227;Áreas residenciais;Áreas urbanizadas;1,75516E+12;15;2018;15;5,64494E+14;1,75516E+14
7228;Áreas residenciais;Áreas urbanizadas;5,03077E+11;15;2018;15;4,48969E+14;5,03077E+14
7229;Áreas residenciais;Áreas urbanizadas;45710648726;15;2018;15;1,15348E+13;4,57107E+14
7230;Áreas residenciais;Áreas urbanizadas;3,61935E+13;15;2018;15;7,08194E+14;3,61935E+14
7231;Áreas residenciais;Áreas urbanizadas;1,5957E+14;15;2018;15;3,27474E+14;1,5957E+14
7232;Áreas residenciais;Áreas urbanizadas;2,21736E+11;15;2018;15;2,44313E+14;2,21736E+14
7233;Áreas residenciais;Áreas urbanizadas;1,29657E+11;15;2018;15;2,2506E+14;1,29657E+14
7234;Áreas residenciais;Áreas urbanizadas;1,0087E+13;15;2018;15;1,43226E+14;1,0087E+14
7235;Áreas residenciais;Áreas urbanizadas;41558142945;15;2018;15;1,5051E+14;4,15579E+14
7236;Áreas residenciais;Áreas urbanizadas;1,37782E+11;15;2018;15;2,86677E+14;1,37782E+14
7237;Áreas residenciais;Áreas urbanizadas;1,08636E+13;15;2018;15;2,64527E+14;1,08636E+14
7238;Áreas residenciais;Áreas urbanizadas;7951035111;15;2018;15;6,22741E+14;7,95108E+14
7239;Áreas residenciais;Áreas urbanizadas;117108783;15;2018;15;1,28349E+14;1,17091E+14
7240;Áreas residenciais;Áreas urbanizadas;9,45259E+11;15;2018;15;4,83165E+14;9,45258E+14
7241;Áreas residenciais;Áreas urbanizadas;2,20879E+12;15;2018;15;1,97427E+14;2,20879E+14
7242;Áreas residenciais;Áreas urbanizadas;45895688626;15;2018;15;2,94838E+14;4,58957E+14
7243;Áreas residenciais;Áreas urbanizadas;2,02849E+12;15;2018;15;8,73422E+14;2,02849E+14
7244;Áreas residenciais;Áreas urbanizadas;96559630992;15;2018;15;1,80222E+14;9,65595E+14
7245;Áreas residenciais;Áreas urbanizadas;4,44072E+11;15;2018;15;2,52547E+14;4,44073E+14
7246;Áreas residenciais;Áreas urbanizadas;53272733916;15;2018;15;3,58475E+14;5,32728E+14
7247;Áreas residenciais;Áreas urbanizadas;1,10223E+11;15;2018;15;2,01148E+14;1,10223E+14
7248;Áreas residenciais;Áreas urbanizadas;6,04379E+12;15;2018;15;2,13454E+13;6,04379E+14
7249;Áreas residenciais;Áreas urbanizadas;1,52821E+12;15;2018;15;1,71591E+14;1,52821E+14
7250;Áreas residenciais;Áreas urbanizadas;2,35696E+11;15;2018;15;2,37943E+14;2,35696E+14
7251;Áreas residenciais;Áreas urbanizadas;5,85393E+13;15;2018;15;9,19583E+13;5,85393E+14
7252;Áreas residenciais;Áreas urbanizadas;6,86476E+11;15;2018;15;4,49456E+14;6,86477E+14
7253;Áreas residenciais;Áreas urbanizadas;38122040515;15;2018;15;9,71457E+14;3,81221E+14
7254;Áreas residenciais;Áreas urbanizadas;12881800587;15;2018;15;6,95487E+14;1,28818E+14
7255;Áreas residenciais;Áreas urbanizadas;1,15594E+12;15;2018;15;4,97477E+14;1,15594E+14
7256;Áreas residenciais;Áreas urbanizadas;1,1294E+11;15;2018;15;1,86114E+14;1,1294E+14
7257;Áreas residenciais;Áreas urbanizadas;3,18857E+12;15;2018;15;1,53194E+14;3,18857E+14
7258;Áreas residenciais;Áreas urbanizadas;1803519385;15;2018;15;3,74777E+14;1,80349E+14
7259;Áreas residenciais;Áreas urbanizadas;6,70167E+12;15;2018;15;3,27927E+14;6,70166E+14
7260;Áreas residenciais;Áreas urbanizadas;6,4379E+12;15;2018;15;1,28043E+14;6,4379E+13
7261;Áreas residenciais;Áreas urbanizadas;65825183061;15;2018;15;1,04233E+14;6,58251E+14
7262;Áreas residenciais;Áreas urbanizadas;2,04455E+12;15;2018;15;9,76476E+14;2,04455E+14
7263;Áreas residenciais;Áreas urbanizadas;18202623457;15;2018;15;5,52923E+14;1,82026E+14
7264;Áreas residenciais;Áreas urbanizadas;35417121662;15;2018;15;7,78566E+13;3,54171E+14
7265;Áreas residenciais;Áreas urbanizadas;3,73498E+12;15;2018;15;9,86398E+14;3,73498E+14
7266;Áreas residenciais;Áreas urbanizadas;1,12718E+11;15;2018;15;5,39329E+14;1,12719E+14
7267;Áreas residenciais;Áreas urbanizadas;3,2389E+12;15;2018;15;1,34326E+14;3,2389E+14
7268;Áreas residenciais;Áreas urbanizadas;1,86597E+11;15;2018;15;1,705E+14;1,86597E+14
7269;Áreas residenciais;Áreas urbanizadas;1,65767E+11;15;2018;15;4,10105E+14;1,65767E+14
7270;Áreas residenciais;Áreas urbanizadas;24415790795;15;2018;15;3,0683E+14;2,44158E+13
7271;Áreas residenciais;Áreas urbanizadas;9,50167E+11;15;2018;15;4,22016E+13;9,50167E+14
7272;Áreas residenciais;Áreas urbanizadas;1,91673E+11;15;2018;15;1,91019E+14;1,91673E+13
7273;Áreas residenciais;Áreas urbanizadas;3,97799E+11;15;2018;15;2,66815E+14;3,97799E+14
7274;Áreas residenciais;Áreas urbanizadas;1,63424E+11;15;2018;15;5,52734E+14;1,63424E+14
7275;Áreas residenciais;Áreas urbanizadas;46391620872;15;2018;15;2,95168E+14;4,63916E+14
7276;Áreas residenciais;Áreas urbanizadas;2,30953E+11;15;2018;15;2,79052E+14;2,30952E+14
7277;Áreas residenciais;Áreas urbanizadas;98943477;15;2018;15;5,1311E+14;9,89438E+13
7278;Áreas residenciais;Áreas urbanizadas;1,60548E+11;15;2018;15;1,53389E+14;1,60548E+14
7279;Áreas residenciais;Áreas urbanizadas;706631498;15;2018;15;2,22484E+14;7,06653E+13
7280;Áreas residenciais;Áreas urbanizadas;1,45433E+12;15;2018;15;7,42815E+14;1,45433E+13
7281;Áreas residenciais;Áreas urbanizadas;1,34552E+11;15;2018;15;2,12774E+13;1,34552E+14
7282;Áreas residenciais;Áreas urbanizadas;2,93898E+11;15;2018;15;4,52877E+14;2,93898E+13
7283;Áreas residenciais;Áreas urbanizadas;3,78805E+11;15;2018;15;3,78722E+14;3,78806E+14
7284;Áreas residenciais;Áreas urbanizadas;4,46635E+11;15;2018;15;2,54987E+14;4,46635E+14
7285;Áreas residenciais;Áreas urbanizadas;1111324665;15;2018;15;4,68967E+14;1,11132E+14
7286;Áreas residenciais;Áreas urbanizadas;1,93445E+12;15;2018;15;1,67225E+14;1,93445E+14
7287;Áreas residenciais;Áreas urbanizadas;54539300027;15;2018;15;2,84021E+13;5,45396E+13
7288;Áreas residenciais;Áreas urbanizadas;27386720643;15;2018;15;1,05168E+14;2,73866E+14
7289;Áreas residenciais;Áreas urbanizadas;2,76734E+11;15;2018;15;2,1484E+14;2,76734E+14
7290;Áreas residenciais;Áreas urbanizadas;70057532046;15;2018;15;1,94128E+14;7,00572E+14
7291;Áreas residenciais;Áreas urbanizadas;3,78913E+11;15;2018;15;2,87671E+14;3,78913E+14
7292;Áreas residenciais;Áreas urbanizadas;6,37804E+12;15;2018;15;1,23666E+14;6,37804E+13
7293;Áreas residenciais;Áreas urbanizadas;36433687788;15;2018;15;2,76996E+14;3,64338E+14
7294;Áreas residenciais;Áreas urbanizadas;73769948735;15;2018;15;1,85885E+14;7,37699E+14
7295;Áreas residenciais;Áreas urbanizadas;1051227514;15;2018;15;4,10682E+14;1,05123E+14
7296;Áreas residenciais;Áreas urbanizadas;2618060298;15;2018;15;2,26296E+14;2,61806E+14
7297;Áreas residenciais;Áreas urbanizadas;5,95095E+12;15;2018;15;1,175E+14;5,95095E+14
7298;Áreas residenciais;Áreas urbanizadas;11140771564;15;2018;15;2,01181E+14;1,11408E+14
7299;Áreas residenciais;Áreas urbanizadas;1121776332;15;2018;15;1,62112E+14;1,12178E+14
7300;Áreas residenciais;Áreas urbanizadas;2,6559E+11;15;2018;15;1,93724E+14;2,65589E+14
7301;Áreas residenciais;Áreas urbanizadas;47672078368;15;2018;15;1,24238E+14;4,7672E+14
7302;Áreas residenciais;Áreas urbanizadas;3,29893E+11;15;2018;15;2,43366E+14;3,29893E+14
7303;Áreas residenciais;Áreas urbanizadas;5,39428E+13;15;2018;15;9,03452E+14;5,39428E+14
7304;Áreas residenciais;Áreas urbanizadas;1,04946E+11;15;2018;15;1,67269E+14;1,04946E+14
7305;Áreas residenciais;Áreas urbanizadas;2,13328E+11;15;2018;15;2,44327E+13;2,13328E+14
7306;Áreas residenciais;Áreas urbanizadas;1,22046E+11;15;2018;15;1,57952E+13;1,22046E+14
7307;Áreas residenciais;Áreas urbanizadas;2,68226E+11;15;2018;15;2,32268E+14;2,68226E+14
7308;Áreas residenciais;Áreas urbanizadas;3,8756E+11;15;2018;15;2,65716E+14;3,8756E+14
7309;Áreas residenciais;Áreas urbanizadas;2,78067E+11;15;2018;15;2,19683E+14;2,78066E+14
7310;Áreas residenciais;Áreas urbanizadas;2,59978E+12;15;2018;15;9,73149E+14;2,59978E+14
7311;Áreas residenciais;Áreas urbanizadas;69116865857;15;2018;15;3,26041E+14;6,91169E+14
7312;Áreas residenciais;Áreas urbanizadas;5763308351;15;2018;15;3,67586E+14;5,76333E+14
7313;Áreas residenciais;Áreas urbanizadas;3,76315E+11;15;2018;15;2,48793E+14;3,76315E+13
7314;Áreas residenciais;Áreas urbanizadas;30357042348;15;2018;15;9,20593E+14;3,03569E+14
7315;Áreas residenciais;Áreas urbanizadas;12640311043;15;2018;15;4,89726E+14;1,26403E+14
7316;Áreas residenciais;Áreas urbanizadas;2,26176E+11;15;2018;15;3,06036E+14;2,26176E+14
7317;Áreas residenciais;Áreas urbanizadas;5,16433E+11;15;2018;15;8,20821E+14;5,16434E+14
7318;Áreas residenciais;Áreas urbanizadas;10338305828;15;2018;15;3,568E+14;1,03384E+14
7319;Áreas residenciais;Áreas urbanizadas;36755605006;15;2018;15;1,19E+14;3,67555E+14
7320;Áreas residenciais;Áreas urbanizadas;34500627036;15;2018;15;1,02325E+14;3,45007E+14
7321;Áreas residenciais;Áreas urbanizadas;4,0771E+11;15;2018;15;3,89229E+14;4,0771E+14
7322;Áreas residenciais;Áreas urbanizadas;6,43847E+11;15;2018;15;4,20931E+14;6,43847E+14
7323;Áreas residenciais;Áreas urbanizadas;3,17555E+12;15;2018;15;7,12833E+13;3,17555E+14
7324;Áreas residenciais;Áreas urbanizadas;1,34191E+12;15;2018;15;6,55278E+14;1,34191E+14
7325;Áreas residenciais;Áreas urbanizadas;1,19614E+11;15;2018;15;1,88536E+14;1,19614E+14
7326;Áreas residenciais;Áreas urbanizadas;2,39458E+11;15;2018;15;3,2039E+14;2,39458E+14
7327;Áreas residenciais;Áreas urbanizadas;7,78478E+12;15;2018;15;1,17001E+14;7,78477E+14
7328;Áreas residenciais;Áreas urbanizadas;2,89294E+12;15;2018;15;9,60039E+14;2,89294E+14
7329;Áreas residenciais;Áreas urbanizadas;8,89098E+12;15;2018;15;1,60613E+14;8,89098E+14
7330;Áreas residenciais;Áreas urbanizadas;2,88806E+12;15;2018;15;9,29478E+14;2,88807E+14
7331;Áreas residenciais;Áreas urbanizadas;85653802549;15;2018;15;5,1921E+14;8,56538E+14
7332;Áreas residenciais;Áreas urbanizadas;2,56071E+13;15;2018;15;4,1749E+14;2,56071E+14
7333;Áreas residenciais;Áreas urbanizadas;9,50488E+11;15;2018;15;4,91667E+14;9,50488E+14
7334;Áreas residenciais;Áreas urbanizadas;1,52514E+11;15;2018;15;2,69706E+14;1,52514E+14
7335;Áreas residenciais;Áreas urbanizadas;5,34661E+12;15;2018;15;2,20873E+14;5,34661E+14
7336;Áreas residenciais;Áreas urbanizadas;2,38602E+11;15;2018;15;1,96937E+14;2,38602E+12
7337;Áreas residenciais;Áreas urbanizadas;4,83689E+12;15;2018;15;9,94294E+14;4,83689E+14
7338;Áreas residenciais;Áreas urbanizadas;1941786859;15;2018;15;4,05205E+14;1,94178E+12
7339;Áreas residenciais;Áreas urbanizadas;1,64199E+11;15;2018;15;9,52604E+14;1,64199E+14
7340;Áreas residenciais;Áreas urbanizadas;3,24966E+12;15;2018;15;8,45431E+14;3,24966E+13
7341;Áreas residenciais;Áreas urbanizadas;6,20507E+11;15;2018;15;4,97116E+14;6,20507E+14
7342;Áreas residenciais;Áreas urbanizadas;1,12545E+11;15;2018;15;2,38481E+13;1,12545E+14
7343;Áreas residenciais;Áreas urbanizadas;1,61732E+11;15;2018;15;8,04595E+14;1,61732E+14
7344;Áreas residenciais;Áreas urbanizadas;3,3293E+11;15;2018;15;1,06088E+14;3,3293E+14
7345;Áreas residenciais;Áreas urbanizadas;4,6183E+12;15;2018;15;1,05376E+13;4,6183E+14
7346;Áreas residenciais;Áreas urbanizadas;1,10384E+11;15;2018;15;2,66858E+14;1,10384E+14
7347;Áreas residenciais;Áreas urbanizadas;4,18E+11;15;2018;15;3,11772E+14;4,18E+14
