objectid;usoagregad;grupo;area;ruleid;ano;ruleid_1;shape_Length;shape_Area
3630;Áreas de lazer;Áreas urbanizadas;5,72023E+12;10;2018;10;1,09417E+14;5,72023E+14
3631;Áreas de lazer;Áreas urbanizadas;8,17182E+11;10;2018;10;3,70713E+14;8,17181E+14
3632;Áreas de lazer;Áreas urbanizadas;4,94005E+11;10;2018;10;2,86584E+14;4,94005E+14
3633;Áreas de lazer;Áreas urbanizadas;6,99233E+11;10;2018;10;3,38254E+14;6,99233E+14
3634;Áreas de lazer;Áreas urbanizadas;3,85826E+11;10;2018;10;3,02114E+14;3,85825E+14
3635;Áreas de lazer;Áreas urbanizadas;1,98232E+12;10;2018;10;8,61599E+14;1,98232E+14
3636;Áreas de lazer;Áreas urbanizadas;4,1656E+11;10;2018;10;3,18291E+14;4,1656E+14
3637;Áreas de lazer;Áreas urbanizadas;6,65391E+11;10;2018;10;3,45731E+14;6,65392E+14
3638;Áreas de lazer;Áreas urbanizadas;2,08797E+12;10;2018;10;6,97643E+14;2,08797E+14
3639;Áreas de lazer;Áreas urbanizadas;5,75587E+11;10;2018;10;3,20635E+13;5,75587E+14
3640;Áreas de lazer;Áreas urbanizadas;1,05264E+12;10;2018;10;4,24537E+14;1,05264E+14
3641;Áreas de lazer;Áreas urbanizadas;1,61697E+11;10;2018;10;1,46955E+14;1,61697E+14
3642;Áreas de lazer;Áreas urbanizadas;1,27455E+12;10;2018;10;6,55251E+14;1,27455E+14
3643;Áreas de lazer;Áreas urbanizadas;2,45075E+11;10;2018;10;2,18143E+14;2,45074E+14
3644;Áreas de lazer;Áreas urbanizadas;1,93579E+11;10;2018;10;2,07445E+14;1,93579E+14
3645;Áreas de lazer;Áreas urbanizadas;2,89749E+11;10;2018;10;2,07525E+14;2,89749E+14
3646;Áreas de lazer;Áreas urbanizadas;8,38798E+11;10;2018;10;3,64694E+14;8,38799E+14
3647;Áreas de lazer;Áreas urbanizadas;2,22976E+11;10;2018;10;2,03614E+14;2,22976E+14
3648;Áreas de lazer;Áreas urbanizadas;1,33252E+12;10;2018;10;5,06075E+14;1,33252E+14
3649;Áreas de lazer;Áreas urbanizadas;1,4111E+12;10;2018;10;7,66931E+14;1,4111E+14
3650;Áreas de lazer;Áreas urbanizadas;6,76479E+11;10;2018;10;3,3027E+14;6,7648E+14
3651;Áreas de lazer;Áreas urbanizadas;6,64359E+11;10;2018;10;3,14161E+14;6,6436E+14
3652;Áreas de lazer;Áreas urbanizadas;7,71501E+11;10;2018;10;3,66529E+14;7,71501E+14
3653;Áreas de lazer;Áreas urbanizadas;5,11092E+11;10;2018;10;2,8648E+13;5,11092E+14
3654;Áreas de lazer;Áreas urbanizadas;3,17697E+11;10;2018;10;2,39416E+14;3,17697E+14
3655;Áreas de lazer;Áreas urbanizadas;1,04547E+12;10;2018;10;4,67272E+14;1,04547E+14
3656;Áreas de lazer;Áreas urbanizadas;4,80005E+11;10;2018;10;3,04593E+14;4,80005E+14
3657;Áreas de lazer;Áreas urbanizadas;9,31179E+11;10;2018;10;4,00257E+14;9,31179E+14
3658;Áreas de lazer;Áreas urbanizadas;10797556447;10;2018;10;1,33699E+14;1,07975E+14
3659;Áreas de lazer;Áreas urbanizadas;5,2423E+11;10;2018;10;3,22245E+14;5,24229E+14
3660;Áreas de lazer;Áreas urbanizadas;39565506046;10;2018;10;2,58411E+14;3,95655E+14
3661;Áreas de lazer;Áreas urbanizadas;55071276173;10;2018;10;3,60867E+14;5,50713E+14
3662;Áreas de lazer;Áreas urbanizadas;9,93913E+11;10;2018;10;3,98884E+14;9,93913E+14
3663;Áreas de lazer;Áreas urbanizadas;2,27917E+11;10;2018;10;2,00816E+14;2,27917E+14
3664;Áreas de lazer;Áreas urbanizadas;2,09164E+12;10;2018;10;6,31276E+14;2,09164E+13
3665;Áreas de lazer;Áreas urbanizadas;1,86714E+11;10;2018;10;2,21992E+14;1,86714E+14
3666;Áreas de lazer;Áreas urbanizadas;2,28801E+11;10;2018;10;2,06021E+14;2,28802E+13
3667;Áreas de lazer;Áreas urbanizadas;3,46993E+11;10;2018;10;2,68606E+14;3,46993E+14
3668;Áreas de lazer;Áreas urbanizadas;3,28198E+11;10;2018;10;2,79877E+14;3,28198E+14
3669;Áreas de lazer;Áreas urbanizadas;6,30757E+11;10;2018;10;3,32977E+14;6,30757E+14
3670;Áreas de lazer;Áreas urbanizadas;7,45544E+11;10;2018;10;3,45729E+13;7,45545E+14
3671;Áreas de lazer;Áreas urbanizadas;2,57646E+12;10;2018;10;1,15979E+14;2,57646E+14
3672;Áreas de lazer;Áreas urbanizadas;4,27895E+12;10;2018;10;7,75998E+14;4,27895E+13
3673;Áreas de lazer;Áreas urbanizadas;7,94081E+11;10;2018;10;4,16317E+13;7,9408E+14
3674;Áreas de lazer;Áreas urbanizadas;3,77427E+11;10;2018;10;2,72865E+14;3,77427E+14
3675;Áreas de lazer;Áreas urbanizadas;8,83471E+12;10;2018;10;1,46799E+14;8,83471E+14
3676;Áreas de lazer;Áreas urbanizadas;4,60358E+11;10;2018;10;2,81237E+14;4,60358E+14
3677;Áreas de lazer;Áreas urbanizadas;6,10673E+11;10;2018;10;3,16999E+14;6,10673E+14
3678;Áreas de lazer;Áreas urbanizadas;1,47116E+11;10;2018;10;1,63796E+13;1,47115E+13
3679;Áreas de lazer;Áreas urbanizadas;3,12531E+11;10;2018;10;2,34022E+14;3,1253E+14
3680;Áreas de lazer;Áreas urbanizadas;8,70007E+11;10;2018;10;4,39476E+12;8,70006E+14
3681;Áreas de lazer;Áreas urbanizadas;3,70192E+11;10;2018;10;2,5113E+14;3,70192E+14
3682;Áreas de lazer;Áreas urbanizadas;6,0428E+11;10;2018;10;3,29177E+14;6,0428E+14
3683;Áreas de lazer;Áreas urbanizadas;3,16203E+11;10;2018;10;2,28003E+14;3,16203E+14
3684;Áreas de lazer;Áreas urbanizadas;2,76088E+11;10;2018;10;2,0823E+14;2,76088E+14
3685;Áreas de lazer;Áreas urbanizadas;8,52525E+11;10;2018;10;4,31959E+14;8,52525E+14
3686;Áreas de lazer;Áreas urbanizadas;7,01541E+11;10;2018;10;3,38474E+14;7,01541E+14
3687;Áreas de lazer;Áreas urbanizadas;5,57232E+11;10;2018;10;3,08433E+14;5,57232E+14
3688;Áreas de lazer;Áreas urbanizadas;5,44039E+11;10;2018;10;2,64337E+14;5,44039E+12
3689;Áreas de lazer;Áreas urbanizadas;3,11564E+11;10;2018;10;2,54819E+14;3,11564E+14
3690;Áreas de lazer;Áreas urbanizadas;1,70879E+12;10;2018;10;5,25936E+13;1,70879E+14
3691;Áreas de lazer;Áreas urbanizadas;1,33027E+12;10;2018;10;4,62719E+14;1,33027E+14
3692;Áreas de lazer;Áreas urbanizadas;4,60416E+12;10;2018;10;8,93368E+14;4,60416E+14
3693;Áreas de lazer;Áreas urbanizadas;4,90048E+11;10;2018;10;3,0765E+14;4,90048E+14
3694;Áreas de lazer;Áreas urbanizadas;7,3635E+11;10;2018;10;3,37163E+14;7,36349E+14
3695;Áreas de lazer;Áreas urbanizadas;3,30379E+11;10;2018;10;3,45556E+14;3,30379E+14
3696;Áreas de lazer;Áreas urbanizadas;7,46585E+11;10;2018;10;3,48469E+14;7,46584E+14
3697;Áreas de lazer;Áreas urbanizadas;1,32396E+11;10;2018;10;1,49437E+14;1,32396E+14
3698;Áreas de lazer;Áreas urbanizadas;8,065E+11;10;2018;10;3,60431E+14;8,065E+14
3699;Áreas de lazer;Áreas urbanizadas;7,24402E+11;10;2018;10;3,8544E+14;7,24402E+14
3700;Áreas de lazer;Áreas urbanizadas;5,28931E+11;10;2018;10;3,06602E+14;5,28931E+14
3701;Áreas de lazer;Áreas urbanizadas;98368470907;10;2018;10;4,92141E+14;9,83684E+14
3702;Áreas de lazer;Áreas urbanizadas;27501198345;10;2018;10;2,05234E+14;2,75012E+14
3703;Áreas de lazer;Áreas urbanizadas;1,22167E+12;10;2018;10;4,90151E+14;1,22167E+14
3704;Áreas de lazer;Áreas urbanizadas;2,56983E+11;10;2018;10;2,03536E+13;2,56984E+14
3705;Áreas de lazer;Áreas urbanizadas;41977618413;10;2018;10;3,41271E+14;4,19776E+14
3706;Áreas de lazer;Áreas urbanizadas;3,16732E+11;10;2018;10;2,28257E+14;3,16732E+14
3707;Áreas de lazer;Áreas urbanizadas;4,04169E+11;10;2018;10;2,70567E+14;4,0417E+14
3708;Áreas de lazer;Áreas urbanizadas;2,78497E+11;10;2018;10;2,28211E+14;2,78497E+14
3709;Áreas de lazer;Áreas urbanizadas;9,6931E+11;10;2018;10;4,06112E+14;9,69311E+14
3710;Áreas de lazer;Áreas urbanizadas;3,67971E+11;10;2018;10;2,39976E+14;3,67971E+14
3711;Áreas de lazer;Áreas urbanizadas;1,16362E+12;10;2018;10;4,37703E+14;1,16362E+14
3712;Áreas de lazer;Áreas urbanizadas;1,69478E+13;10;2018;10;3,1862E+14;1,69478E+14
3713;Áreas de lazer;Áreas urbanizadas;5,27593E+12;10;2018;10;9,84035E+14;5,27592E+14
3714;Áreas de lazer;Áreas urbanizadas;5,59443E+11;10;2018;10;3,0094E+14;5,59444E+14
3715;Áreas de lazer;Áreas urbanizadas;3,38994E+11;10;2018;10;2,3276E+14;3,38994E+14
3716;Áreas de lazer;Áreas urbanizadas;1,66638E+12;10;2018;10;3,70633E+14;1,66638E+14
3717;Áreas de lazer;Áreas urbanizadas;9,4407E+11;10;2018;10;3,89851E+14;9,4407E+14
3718;Áreas de lazer;Áreas urbanizadas;1,86938E+12;10;2018;10;5,70788E+14;1,86938E+14
3719;Áreas de lazer;Áreas urbanizadas;7,54129E+11;10;2018;10;4,04087E+14;7,5413E+14
3720;Áreas de lazer;Áreas urbanizadas;1,45669E+12;10;2018;10;5,36137E+14;1,45669E+14
3721;Áreas de lazer;Áreas urbanizadas;8,36679E+11;10;2018;10;3,55413E+14;8,36679E+14
3722;Áreas de lazer;Áreas urbanizadas;2,04608E+11;10;2018;10;1,9361E+14;2,04608E+14
3723;Áreas de lazer;Áreas urbanizadas;7,05097E+11;10;2018;10;3,92901E+14;7,05097E+14
3724;Áreas de lazer;Áreas urbanizadas;47053514959;10;2018;10;4,45114E+14;4,70535E+14
3725;Áreas de lazer;Áreas urbanizadas;4,73358E+11;10;2018;10;2,85754E+14;4,73357E+14
3726;Áreas de lazer;Áreas urbanizadas;4,06477E+11;10;2018;10;2,55054E+14;4,06477E+14
3727;Áreas de lazer;Áreas urbanizadas;2,68405E+13;10;2018;10;2,50867E+13;2,68405E+13
3728;Áreas de lazer;Áreas urbanizadas;2,25653E+13;10;2018;10;3,50517E+14;2,25653E+14
3729;Áreas de lazer;Áreas urbanizadas;4,15597E+11;10;2018;10;3,17328E+13;4,15597E+14
3730;Áreas de lazer;Áreas urbanizadas;1,54036E+12;10;2018;10;6,50914E+14;1,54036E+13
3731;Áreas de lazer;Áreas urbanizadas;2,42029E+12;10;2018;10;1,62665E+14;2,42029E+14
3732;Áreas de lazer;Áreas urbanizadas;1,34339E+11;10;2018;10;1,67941E+14;1,34339E+14
3733;Áreas de lazer;Áreas urbanizadas;1,04412E+12;10;2018;10;4,29677E+14;1,04412E+14
3734;Áreas de lazer;Áreas urbanizadas;5,98472E+11;10;2018;10;3,57915E+14;5,98472E+14
3735;Áreas de lazer;Áreas urbanizadas;7,08481E+12;10;2018;10;1,699E+14;7,08481E+14
3736;Áreas de lazer;Áreas urbanizadas;2,94243E+11;10;2018;10;2,73389E+14;2,94243E+14
3737;Áreas de lazer;Áreas urbanizadas;8,51243E+11;10;2018;10;3,30596E+14;8,51243E+14
3738;Áreas de lazer;Áreas urbanizadas;2,93746E+11;10;2018;10;2,29015E+14;2,93746E+14
3739;Áreas de lazer;Áreas urbanizadas;36212131328;10;2018;10;2,41448E+14;3,62121E+13
3740;Áreas de lazer;Áreas urbanizadas;7,23226E+11;10;2018;10;3,66106E+14;7,23226E+14
3741;Áreas de lazer;Áreas urbanizadas;2,04724E+11;10;2018;10;2,16759E+14;2,04724E+14
3742;Áreas de lazer;Áreas urbanizadas;3,64127E+11;10;2018;10;2,91383E+13;3,64128E+14
3743;Áreas de lazer;Áreas urbanizadas;8,69054E+11;10;2018;10;3,72008E+14;8,69054E+14
3744;Áreas de lazer;Áreas urbanizadas;5,77022E+11;10;2018;10;2,9527E+14;5,77021E+14
3745;Áreas de lazer;Áreas urbanizadas;1,2933E+12;10;2018;10;5,25613E+14;1,2933E+14
3746;Áreas de lazer;Áreas urbanizadas;5,21395E+11;10;2018;10;3,23683E+14;5,21396E+14
3747;Áreas de lazer;Áreas urbanizadas;1,6827E+12;10;2018;10;5,37196E+14;1,6827E+14
3748;Áreas de lazer;Áreas urbanizadas;1,43229E+12;10;2018;10;4,86244E+14;1,43229E+14
3749;Áreas de lazer;Áreas urbanizadas;4,70271E+11;10;2018;10;2,98571E+14;4,70271E+14
3750;Áreas de lazer;Áreas urbanizadas;3,8796E+11;10;2018;10;2,51034E+14;3,8796E+13
3751;Áreas de lazer;Áreas urbanizadas;5,09296E+11;10;2018;10;2,86156E+14;5,09296E+14
3752;Áreas de lazer;Áreas urbanizadas;9,44164E+11;10;2018;10;4,44956E+14;9,44164E+14
3753;Áreas de lazer;Áreas urbanizadas;1,14541E+12;10;2018;10;5,06103E+14;1,14541E+14
3754;Áreas de lazer;Áreas urbanizadas;5,83895E+11;10;2018;10;3,19842E+14;5,83894E+14
3755;Áreas de lazer;Áreas urbanizadas;6,12896E+11;10;2018;10;3,19582E+14;6,12896E+14
3756;Áreas de lazer;Áreas urbanizadas;3,34652E+11;10;2018;10;2,38774E+14;3,34652E+14
3757;Áreas de lazer;Áreas urbanizadas;50293465225;10;2018;10;2,79405E+14;5,02934E+13
3758;Áreas de lazer;Áreas urbanizadas;5,5575E+11;10;2018;10;2,96359E+14;5,5575E+14
3759;Áreas de lazer;Áreas urbanizadas;8,14291E+11;10;2018;10;3,58208E+14;8,14291E+13
3760;Áreas de lazer;Áreas urbanizadas;5,83739E+11;10;2018;10;2,98385E+13;5,83739E+14
3761;Áreas de lazer;Áreas urbanizadas;1,51082E+12;10;2018;10;4,84874E+14;1,51082E+14
3762;Áreas de lazer;Áreas urbanizadas;1,3024E+12;10;2018;10;4,56687E+14;1,3024E+14
3763;Áreas de lazer;Áreas urbanizadas;4,12553E+11;10;2018;10;2,62692E+14;4,12553E+14
3764;Áreas de lazer;Áreas urbanizadas;2,03865E+11;10;2018;10;2,57617E+14;2,03865E+14
3765;Áreas de lazer;Áreas urbanizadas;7,34264E+11;10;2018;10;3,46165E+14;7,34264E+14
3766;Áreas de lazer;Áreas urbanizadas;799809964;10;2018;10;3,8214E+14;7,9981E+14
3767;Áreas de lazer;Áreas urbanizadas;1,10333E+13;10;2018;10;2,4506E+14;1,10333E+14
3768;Áreas de lazer;Áreas urbanizadas;55639493682;10;2018;10;2,97866E+13;5,56395E+14
3769;Áreas de lazer;Áreas urbanizadas;4,06988E+12;10;2018;10;9,2407E+14;4,06988E+14
3770;Áreas de lazer;Áreas urbanizadas;9,55349E+11;10;2018;10;8,98552E+14;9,55349E+13
3771;Áreas de lazer;Áreas urbanizadas;2,67023E+12;10;2018;10;8,78702E+14;2,67023E+14
3772;Áreas de lazer;Áreas urbanizadas;8,54622E+11;10;2018;10;5,24297E+14;8,54623E+14
3773;Áreas de lazer;Áreas urbanizadas;1,1741E+12;10;2018;10;5,76139E+14;1,1741E+14
3774;Áreas de lazer;Áreas urbanizadas;67819097298;10;2018;10;3,49805E+14;6,78191E+14
3775;Áreas de lazer;Áreas urbanizadas;1,07567E+12;10;2018;10;4,59314E+14;1,07567E+13
3776;Áreas de lazer;Áreas urbanizadas;1,94891E+11;10;2018;10;6,52058E+14;1,94891E+14
3777;Áreas de lazer;Áreas urbanizadas;9,31532E+11;10;2018;10;3,88595E+14;9,31532E+14
3778;Áreas de lazer;Áreas urbanizadas;5,63543E+12;10;2018;10;9,74488E+14;5,63543E+14
3779;Áreas de lazer;Áreas urbanizadas;15485564859;10;2018;10;1,88414E+14;1,54856E+14
3780;Áreas de lazer;Áreas urbanizadas;13893680786;10;2018;10;5,92931E+14;1,38937E+14
3781;Áreas de lazer;Áreas urbanizadas;8,82676E+11;10;2018;10;4,03821E+14;8,82677E+14
3782;Áreas de lazer;Áreas urbanizadas;6,71967E+11;10;2018;10;3,33837E+14;6,71968E+14
3783;Áreas de lazer;Áreas urbanizadas;2,91241E+13;10;2018;10;4,25616E+13;2,91241E+14
3784;Áreas de lazer;Áreas urbanizadas;3061319562;10;2018;10;2,67873E+14;3,06132E+14
3785;Áreas de lazer;Áreas urbanizadas;2,87545E+12;10;2018;10;8,4937E+14;2,87545E+14
3786;Áreas de lazer;Áreas urbanizadas;4,44001E+11;10;2018;10;2,69956E+14;4,44001E+14
3787;Áreas de lazer;Áreas urbanizadas;51104400708;10;2018;10;3,56503E+14;5,11045E+14
3788;Áreas de lazer;Áreas urbanizadas;3,44554E+11;10;2018;10;2,66113E+14;3,44554E+14
3789;Áreas de lazer;Áreas urbanizadas;3,23903E+11;10;2018;10;2,43506E+14;3,23903E+14
3790;Áreas de lazer;Áreas urbanizadas;5,96736E+11;10;2018;10;3,18907E+14;5,96736E+14
3791;Áreas de lazer;Áreas urbanizadas;4,10052E+11;10;2018;10;3,70778E+14;4,10052E+13
3792;Áreas de lazer;Áreas urbanizadas;1,41957E+12;10;2018;10;5,69677E+14;1,41957E+14
3793;Áreas de lazer;Áreas urbanizadas;4,10102E+11;10;2018;10;2,62628E+14;4,10102E+14
3794;Áreas de lazer;Áreas urbanizadas;74166123819;10;2018;10;3,69937E+14;7,41661E+14
3795;Áreas de lazer;Áreas urbanizadas;3,68639E+11;10;2018;10;2,43514E+14;3,68639E+14
3796;Áreas de lazer;Áreas urbanizadas;4,16269E+11;10;2018;10;2,49385E+14;4,1627E+14
3797;Áreas de lazer;Áreas urbanizadas;4,47298E+11;10;2018;10;2,75503E+14;4,47298E+14
3798;Áreas de lazer;Áreas urbanizadas;1,85977E+11;10;2018;10;1,94336E+13;1,85977E+14
3799;Áreas de lazer;Áreas urbanizadas;3,74514E+11;10;2018;10;2,39541E+11;3,74514E+14
3800;Áreas de lazer;Áreas urbanizadas;2,68944E+12;10;2018;10;6,64644E+14;2,68944E+14
3801;Áreas de lazer;Áreas urbanizadas;3,95973E+11;10;2018;10;2,96501E+14;3,95973E+14
3802;Áreas de lazer;Áreas urbanizadas;2,93236E+11;10;2018;10;2,17256E+14;2,93237E+14
3803;Áreas de lazer;Áreas urbanizadas;46354737773;10;2018;10;4,95836E+14;4,63547E+14
3804;Áreas de lazer;Áreas urbanizadas;3,01453E+12;10;2018;10;9,70948E+14;3,01453E+14
3805;Áreas de lazer;Áreas urbanizadas;2,29921E+11;10;2018;10;1,77196E+14;2,29921E+14
3806;Áreas de lazer;Áreas urbanizadas;3,82621E+12;10;2018;10;7,78567E+13;3,82621E+14
3807;Áreas de lazer;Áreas urbanizadas;4,79003E+11;10;2018;10;3,06516E+14;4,79003E+14
3808;Áreas de lazer;Áreas urbanizadas;1,3587E+11;10;2018;10;6,06114E+14;1,3587E+14
3809;Áreas de lazer;Áreas urbanizadas;11150556921;10;2018;10;1,61162E+14;1,11505E+14
3810;Áreas de lazer;Áreas urbanizadas;1,07235E+13;10;2018;10;2,26361E+14;1,07235E+14
3811;Áreas de lazer;Áreas urbanizadas;2,11854E+11;10;2018;10;2,10337E+14;2,11854E+14
3812;Áreas de lazer;Áreas urbanizadas;5,27705E+12;10;2018;10;9,87648E+12;5,27705E+13
3813;Áreas de lazer;Áreas urbanizadas;2,57763E+12;10;2018;10;8,56603E+13;2,57763E+14
3814;Áreas de lazer;Áreas urbanizadas;2,56852E+12;10;2018;10;8,88751E+14;2,56852E+14
3815;Áreas de lazer;Áreas urbanizadas;300715;10;2018;10;3,69333E+14;3,0096E+14
3816;Áreas de lazer;Áreas urbanizadas;5,06844E+11;10;2018;10;3,08649E+14;5,06844E+13
3817;Áreas de lazer;Áreas urbanizadas;5,19714E+11;10;2018;10;2,57324E+14;5,19714E+14
3818;Áreas de lazer;Áreas urbanizadas;2,00818E+12;10;2018;10;9,46935E+14;2,00818E+14
3819;Áreas de lazer;Áreas urbanizadas;8,57153E+11;10;2018;10;3,81465E+14;8,57154E+14
3820;Áreas de lazer;Áreas urbanizadas;2,80164E+11;10;2018;10;2,50615E+14;2,80163E+14
3821;Áreas de lazer;Áreas urbanizadas;2,31005E+11;10;2018;10;1,88902E+14;2,31005E+14
3822;Áreas de lazer;Áreas urbanizadas;1,63945E+11;10;2018;10;1,6725E+13;1,63945E+14
3823;Áreas de lazer;Áreas urbanizadas;4,2774E+11;10;2018;10;2,61583E+11;4,2774E+14
3824;Áreas de lazer;Áreas urbanizadas;5,99274E+11;10;2018;10;3,29061E+14;5,99274E+14
3825;Áreas de lazer;Áreas urbanizadas;3,26935E+11;10;2018;10;2,79145E+14;3,26934E+14
3826;Áreas de lazer;Áreas urbanizadas;2,50612E+11;10;2018;10;2,52999E+14;2,50611E+14
3827;Áreas de lazer;Áreas urbanizadas;1,64385E+12;10;2018;10;5,27977E+14;1,64385E+14
3828;Áreas de lazer;Áreas urbanizadas;7,75876E+11;10;2018;10;4,02151E+14;7,75876E+14
3829;Áreas de lazer;Áreas urbanizadas;1,18206E+12;10;2018;10;4,55269E+14;1,18206E+13
3830;Áreas de lazer;Áreas urbanizadas;43789330647;10;2018;10;3,13528E+14;4,37894E+14
3831;Áreas de lazer;Áreas urbanizadas;1,12333E+12;10;2018;10;4,78078E+14;1,12333E+14
3832;Áreas de lazer;Áreas urbanizadas;1,86955E+12;10;2018;10;5,70201E+14;1,86955E+14
3833;Áreas de lazer;Áreas urbanizadas;80708840173;10;2018;10;3,54414E+14;8,07088E+14
3834;Áreas de lazer;Áreas urbanizadas;3,4418E+11;10;2018;10;2,70823E+14;3,44179E+14
3835;Áreas de lazer;Áreas urbanizadas;9,63185E+11;10;2018;10;5,24235E+14;9,63184E+14
3836;Áreas de lazer;Áreas urbanizadas;2,23939E+11;10;2018;10;1,9823E+14;2,23939E+14
3837;Áreas de lazer;Áreas urbanizadas;4,80455E+11;10;2018;10;2,87297E+14;4,80455E+14
3838;Áreas de lazer;Áreas urbanizadas;7,90087E+11;10;2018;10;3,72674E+14;7,90087E+14
3839;Áreas de lazer;Áreas urbanizadas;4,17573E+11;10;2018;10;2,58585E+14;4,17573E+14
3840;Áreas de lazer;Áreas urbanizadas;2,25879E+12;10;2018;10;7,53805E+14;2,25879E+14
3841;Áreas de lazer;Áreas urbanizadas;4,23823E+11;10;2018;10;2,51201E+14;4,23823E+14
3842;Áreas de lazer;Áreas urbanizadas;3257581263;10;2018;10;4,60887E+14;3,25758E+14
3843;Áreas de lazer;Áreas urbanizadas;6,02507E+11;10;2018;10;3,98985E+13;6,02507E+14
3844;Áreas de lazer;Áreas urbanizadas;2,91742E+11;10;2018;10;2,3051E+14;2,91742E+13
3845;Áreas de lazer;Áreas urbanizadas;19670168991;10;2018;10;8,86607E+14;1,96701E+14
3846;Áreas de lazer;Áreas urbanizadas;5,82002E+11;10;2018;10;3,15414E+14;5,82002E+13
3847;Áreas de lazer;Áreas urbanizadas;2,08652E+11;10;2018;10;2,68123E+14;2,08652E+14
3848;Áreas de lazer;Áreas urbanizadas;4,5188E+11;10;2018;10;3,29328E+14;4,5188E+14
3849;Áreas de lazer;Áreas urbanizadas;4,55351E+11;10;2018;10;2,72472E+13;4,55351E+14
3850;Áreas de lazer;Áreas urbanizadas;5,75679E+11;10;2018;10;2,71787E+14;5,75679E+14
3851;Áreas de lazer;Áreas urbanizadas;4,27007E+11;10;2018;10;2,59756E+14;4,27007E+14
3852;Áreas de lazer;Áreas urbanizadas;43404880922;10;2018;10;2,52685E+14;4,34049E+13
3853;Áreas de lazer;Áreas urbanizadas;3,14857E+11;10;2018;10;2,24757E+14;3,14857E+14
3854;Áreas de lazer;Áreas urbanizadas;1,44659E+11;10;2018;10;1,52854E+14;1,44658E+14
3855;Áreas de lazer;Áreas urbanizadas;3,21381E+11;10;2018;10;2,82608E+14;3,2138E+14
3856;Áreas de lazer;Áreas urbanizadas;5,1064E+11;10;2018;10;2,79405E+14;5,1064E+14
3857;Áreas de lazer;Áreas urbanizadas;7,49203E+11;10;2018;10;4,10559E+14;7,49204E+13
3858;Áreas de lazer;Áreas urbanizadas;4,87206E+11;10;2018;10;3,00961E+14;4,87206E+14
3859;Áreas de lazer;Áreas urbanizadas;7,22264E+11;10;2018;10;3,09344E+13;7,22264E+14
3860;Áreas de lazer;Áreas urbanizadas;3,87478E+11;10;2018;10;2,47959E+14;3,87478E+14
3861;Áreas de lazer;Áreas urbanizadas;56266436785;10;2018;10;3,0272E+14;5,62664E+14
3862;Áreas de lazer;Áreas urbanizadas;8,80817E+11;10;2018;10;3,88931E+14;8,80816E+14
3863;Áreas de lazer;Áreas urbanizadas;6,47573E+11;10;2018;10;3,36677E+14;6,47573E+14
3864;Áreas de lazer;Áreas urbanizadas;5,67969E+11;10;2018;10;3,53092E+14;5,67969E+14
3865;Áreas de lazer;Áreas urbanizadas;5,96243E+11;10;2018;10;3,52177E+14;5,96243E+14
3866;Áreas de lazer;Áreas urbanizadas;3,21465E+11;10;2018;10;2,29272E+14;3,21465E+14
3867;Áreas de lazer;Áreas urbanizadas;1,04432E+12;10;2018;10;4,15174E+13;1,04432E+14
3868;Áreas de lazer;Áreas urbanizadas;4,35264E+11;10;2018;10;2,76915E+13;4,35264E+14
3869;Áreas de lazer;Áreas urbanizadas;9,40962E+11;10;2018;10;4,03869E+14;9,40961E+14
3870;Áreas de lazer;Áreas urbanizadas;2,84214E+12;10;2018;10;9,58472E+14;2,84214E+14
3871;Áreas de lazer;Áreas urbanizadas;3,34072E+11;10;2018;10;2,39444E+14;3,34072E+13
3872;Áreas de lazer;Áreas urbanizadas;1,20079E+12;10;2018;10;4,52681E+14;1,20079E+14
3873;Áreas de lazer;Áreas urbanizadas;8,63217E+11;10;2018;10;3,81645E+14;8,63218E+14
3874;Áreas de lazer;Áreas urbanizadas;1,91287E+12;10;2018;10;8,49183E+14;1,91287E+14
3875;Áreas de lazer;Áreas urbanizadas;6,53293E+11;10;2018;10;3,41719E+14;6,53293E+14
3876;Áreas de lazer;Áreas urbanizadas;7,02712E+11;10;2018;10;3,48171E+14;7,02712E+14
3877;Áreas de lazer;Áreas urbanizadas;4,96139E+11;10;2018;10;3,24704E+14;4,96139E+13
3878;Áreas de lazer;Áreas urbanizadas;40406146311;10;2018;10;2,97524E+14;4,04061E+14
3879;Áreas de lazer;Áreas urbanizadas;7,08452E+11;10;2018;10;3,53288E+14;7,08452E+14
3880;Áreas de lazer;Áreas urbanizadas;6,34559E+11;10;2018;10;3,9208E+14;6,34558E+14
3881;Áreas de lazer;Áreas urbanizadas;1,02959E+12;10;2018;10;4,42303E+14;1,02959E+13
3882;Áreas de lazer;Áreas urbanizadas;56769867859;10;2018;10;3,10058E+14;5,67699E+14
3883;Áreas de lazer;Áreas urbanizadas;2,37496E+11;10;2018;10;1,74572E+13;2,37496E+14
3884;Áreas de lazer;Áreas urbanizadas;7,41914E+11;10;2018;10;3,91528E+14;7,41914E+14
3885;Áreas de lazer;Áreas urbanizadas;49646296231;10;2018;10;2,54183E+14;4,96463E+14
3886;Áreas de lazer;Áreas urbanizadas;1,57605E+12;10;2018;10;5,10869E+14;1,57605E+14
3887;Áreas de lazer;Áreas urbanizadas;3,39043E+11;10;2018;10;2,82227E+14;3,39043E+14
3888;Áreas de lazer;Áreas urbanizadas;2843689695;10;2018;10;1,01285E+14;2,84369E+14
3889;Áreas de lazer;Áreas urbanizadas;2,41025E+11;10;2018;10;1,85115E+14;2,41024E+14
